ifsc,bank_id,branch,address,city,district,state,bank_name
ICIC00SULCB,8,SULAIMANI CO OP BANK LTD,RASULKHAN PATHAN ROAD MOGALWADA VADODARA 390017,VADODARA,VADODARA,GUJARAT,ICICI BANK LIMITED
ICIC00TAMCO,8,THE ANAND MERCANTILE CO-OP BANK,"MERCANTILE,MAHARSHI DAYANAND MARG,P B NO 38,ANAND 388001,GUJARAT",ANAND,ANAND,GUJARAT,ICICI BANK LIMITED
ICIC00TDMCB,8,THE DEOLA MERCHANTS COOP BANK LTD,"N 53-A51/19/1+2+3 UTTAM NAGAR CIDCO, C/O RAMDAS PLAZA, NEAR UTTAM NAGAR BUS STOP, NASHIK - 422009",NASHIK,NASIK,MAHARASHTRA,ICICI BANK LIMITED
ICIC00TECUB,8,THE ELURU URBAN COOP BANK LIMITED,D.NO.4 1 14 CANAL ROAD AGRAHARAM ELURU 534001,ELURU,WEST GODAVARI,ANDHRA PRADESH,ICICI BANK LIMITED
ICIC00TGZSB,8,TEHRI GARHWAL ZILA SAHAKARI BANK LTD,HEAD OFFICE : NEW TEHRI COUT CAMPUS TEHRI GARHWAL UTTARAKHAND,TEHRI,TEHRI GARHWAL,UTTARAKHAND,ICICI BANK LIMITED
ICIC00TJUCB,8,THE JAMKHANDI URBAN CO-OPERATIVE BANK LTD,UMARAMESHWAR ROAD JAMKHANDI-587301,AHMADNAGAR,AHMADNAGAR,MAHARASHTRA,ICICI BANK LIMITED
ICIC00TKNSB,8,THE KARJAN NAGARIK SAHAKARI BANK LTD,"OPP. NILKANTHESHVAR MAHADEV, NEAR HIGH SCHOOL, NAVA BAZAR, KARJAN ┬û 391240",KARJAN,VADODARA,GUJARAT,ICICI BANK LIMITED
ICIC00TMUCB,8,THE MAYANI URBAN COOP BANK LTD,"A/P MAYANI, TAL ┬û KHATAV, MAYANI ┬û 415102, DIST SATARA,",MAYANI,SATARA,MAHARASHTRA,ICICI BANK LIMITED
ICIC00TNSBL,8,TERNA NAGARI SAHAKARI BANK LTD. OSMANABAD,GORE COMPLEX SAMATA NAGAR OSMANABD PIN 413501,OSMANABAD,OSMANABAD,MAHARASHTRA,ICICI BANK LIMITED
ICIC00TPCBL,8,THASRA PEOPLES CO-OP.BANK LTD,"THASRA-388 250,DIST-KAIRA,GUJARAT.",THASRA,KHEDA,GUJARAT,ICICI BANK LIMITED
ICIC00TPUCB,8,THE PANCHKULA URBAN COOPERATIVE BANK LTD.,SCF NO-75 SECTOR 10 PANCHKULA,PANCHKULA,PANCHKULA,HARYANA,ICICI BANK LIMITED
ICIC00TPZCB,8,THE THODUPUZHA CO OP BANK LTD,"394, NEW BUILDING OPP SHRIKRISHANA TEMPLE THODUPUZHA.",IDIKKI,IDUKKI,KERALA,ICICI BANK LIMITED
ICIC00TSCBL,8,TRIPURA STATE CO-OPERATIVE BANK LIMITED,"POST OFFICE CHOWMOHANI, AGARTALA, PIN ┬û 799001",AGARTALA,WEST TRIPURA,TRIPURA,ICICI BANK LIMITED
ICIC00TSMCB,8,THE SATANA MERCHANTS COOP BANK LTD,DHANLAXMI TAHARABAD RD.SATANA NASHIK MAHARASHTRA - 423301,SATANA,NASIK,MAHARASHTRA,ICICI BANK LIMITED
ICIC00TTCBL,8,THE TIRUPATI CO-OPERATIVE BANK LIMITED,MAIN OFFICE 23 G.CAR STREET TIRUPATI AP,TIRUPATI,CHITTOOR,ANDHRA PRADESH,ICICI BANK LIMITED
ICIC00TUCBL,8,THE TIRUR URBAN CO-OPERATIVE BANK LTD,37/450 MANNAYIL ARCADE GOVT.HOSPITAL ROAD TRIKKANDIYUR TIRUR-676104 MALAPPURAM KERALA,TIROOR,MALAPPURAM,KERALA,ICICI BANK LIMITED
ICIC00TVCBL,8,THE VARDHMAN CO-OPERATIVE BANK LTD,"JAYLABH COMPLEX, CHANDI BAZAR, JAMNAGAR ┬û 361001",JAMNAGAR,JAMNAGAR,GUJARAT,ICICI BANK LIMITED
ICIC00TVSBL,8,THE VYANKATESHWARA SAHAKARI BANK LTD,10 167 TIRUPATI BUILDING 1ST FLOOR MAIN ROAD ICHALKARANJI,ICHALKARNJI,KOLHAPUR,MAHARASHTRA,ICICI BANK LIMITED
ICIC00TVUCB,8,THE VITA URBAN CO OP BANK LTD,A P- VITA TAL-KHANAPUR DIST SANGLI 415311,VITA,SANGLI,MAHARASHTRA,ICICI BANK LIMITED
ICIC00UCBLD,8,THE URBAN CO-OP BANK LTD,THE URBAN CO OP BANK LTD NEAR S T STAND DHARANGAON,DHARANGAON,JALGAON,MAHARASHTRA,ICICI BANK LIMITED
ICIC00UDCCB,8,THE DISTRICT COOPERATIVE BANK LTD  UNNAO,"DHAWAN ROAD UNNAO,(U.P) ┬û 209801",UNNAO,UNNAO,UTTAR PRADESH,ICICI BANK LIMITED
ICIC00UMUCB,8,UDAIPUR MAHILA URBAN CO-OP BANK LTD,"MAHAVIR BHAWAN, NEAR ASHWANI BAZAR, UDAIPUR RAJASTHAN -313001",UDAIPUR,UDAIPUR,RAJASTHAN,ICICI BANK LIMITED
ICIC00UPSCB,8,UTTAR PRADESH STATE COOPERATIVE BANK LTD,"2,MAHATMA GANDHI MARG LUCKNOW-226001,UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH,ICICI BANK LIMITED
ICIC00USCBD,8,UTTRAKHAND STATE CO-COPERATIVE BANK LTD,"4 VISHNU VIHAR AJABPUR KALAN BYPASS ROAD DEHRADUN,UTTARANCHAL",DEHRADUN,DEHRA DUN,UTTARAKHAND,ICICI BANK LIMITED
ICIC00USNDC,8,UDHAM SINGH NAGAR DISTRICT CO-OPERATIVE BANK LTD,"HOUSE NO. S.R.A-3, KASHIPUR BYPASS ROAD, RUDRAPUR, DIST ┬û UDHAM SINGH NAGAR",RUDRAPUR,UDHAM SINGH NAGAR,UTTARAKHAND,ICICI BANK LIMITED
ICIC00UUUCB,8,UDGIR URBAN COOP BANK,BANK STREET RAGA BUILDING UDGIR 413517,UDGIR,LATUR,MAHARASHTRA,ICICI BANK LIMITED
ICIC00VANSB,8,VAISHYA NAGARI,SARDAR PATEL ROAD KACCHI BAZAR PARBHANI 431401.,PARBHANI,PARBHANI,MAHARASHTRA,ICICI BANK LIMITED
ICIC00VBLTR,8,VIKAS COOPERATIVE BANK LTD,1ST FLOOR APANG SARATHI BUILDING JIVAN VIKAS PRATISHTHAN GANDHI MAIDAN LATUR 413512,LATUR,LATUR,MAHARASHTRA,ICICI BANK LIMITED
ICIC00VIKAS,8,VIKAS URBAN COOPERATIVE BANK NIYAMITHA,RAMANATH COMPLEX MAIN ROAD YELLAPUR ( U.K. ) -581359,YELLAPUR,UTTAR KANNAD,KARNATAKA,ICICI BANK LIMITED
ICIC00VMCBL,8,THE VITA MERCHANTS CO-OP BANK LTD,"YASHWANTNAGAR, SALSHINGE ROAD, VITA, DIST ┬û SANGLI (MAHARASHTRA) ┬û 416601",VITA,SANGLI,MAHARASHTRA,ICICI BANK LIMITED
ICIC00VMNSB,8,THE VALSAD MAHILA NAGRIK SAHAKARI BANK LTD,"MATRUPARAG,AZAD CHAWK,VALSAD,GUJARAT-3960001",VAPI,VALSAD,GUJARAT,ICICI BANK LIMITED
ICIC00VNSBL,8,VIVEKANAND NAGRIK SAHKARI BANK MARYADIT,"SHUJALPUR MANDI, NEAR POLICESTATION, SHUJALPUR ,DIST ┬û SHAJAPUR, PIN- 465333",SHUJALPUR,SHAJAPUR,MADHYA PRADESH,ICICI BANK LIMITED
ICIC00VSCBL,8,VIKAS SOUHARDA CO OPERATIVE BANK LTD,"OPP SRIRAMULU PARK, STATION ROAD, HOSEPT ┬û 583201",HOSPET,BELLARY,KARNATAKA,ICICI BANK LIMITED
ICIC00VUCBL,8,THE VAIDYANATH URBAN CO-OP BANK LTD,"H.O. MONDHA, PARLI-VAIJNATH, DIST BEED, PIN ┬û 431515, MAHARASHTRA",PARLI-VAIJNATH,BID,MAHARASHTRA,ICICI BANK LIMITED
ICIC00WUCBL,8,WARANGAL URBAN COOP BANK LIMITED,H.NO.11 15 107 1ST FLOOR O CITY ROAD KASHIBUGGA WARANGAL 506002,WARANGAL,WARANGAL,TELANGANA,ICICI BANK LIMITED
ICIC00ZSBBU,8,ZILA SAHKARI BANK LTD BUDAUN,SAHAKARI BANK BHAWAN FIRST FLOOR STATION ROAD CIVIL LINE BUDAUN 243601,BADAUN,BUDAUN,UTTAR PRADESH,ICICI BANK LIMITED
ICIC00ZSBHA,8,ZILA SAHAKARI BANK LTD  HARIDWAR,"ZILA SAHAKARI BANK LIMITED HARIDWAR, H.O.- B.T. GANJ ROORKEE,DISTT HARIDWAR(UTTARAKHAND)-247667",ROORKEE,HARIDWAR,UTTARAKHAND,ICICI BANK LIMITED
ICIC00ZSBLB,8,ZILA SAHAKARI BANK LTD  BAREILLY,"ICICI BANK LTD.,H.O., SHAHJAHANPUR ROAD, NEAR MADHUBAN TALKIES, BAREILLY 243005",BAREILLY,BAREILLY,UTTAR PRADESH,ICICI BANK LIMITED
ICIC00ZSBLJ,8,ZILA SAHKARI BANK LTD  JHANSI,156/1 CIVIL LINES JHANSI (U.P) -  284001,JHANSI,JHANSI,UTTAR PRADESH,ICICI BANK LIMITED
ICIC00ZSBLL,8,ZILA SAHKARI BANK LTD LUCKNOW,JAGDISH BUILDING HAZRATGANJ LUCKNOW 226001,LUCKNOW,LUCKNOW,UTTAR PRADESH,ICICI BANK LIMITED
ICIC00ZSKTW,8,ZILA SAHAKARI BANK LTD  GARHWAL (KOTDWARA),"MAIN BRANCH BADRINATH MARG, KOTDWARA, UTTARAKHAND-246149",KOTDWARA,GARHWAL,UTTARAKHAND,ICICI BANK LIMITED
ICIC00ZSMAU,8,ZILA SAHAKARI BANK LTD MAU,"ZILA SAHAKARI BANK LTD,  275, INDIRA COMPLEX, 2ND FLOOR, SAHADATPURA, MAU ┬û 275001",SAHADATPURA,MAU,UTTAR PRADESH,ICICI BANK LIMITED
ICIC0SF0002,8,CMS,"ICICI BANK TOWERS, BANDRA KURLA COMPLEX, BANDRA E,MUMBAI-400051",MUMBAI,GREATER BOMBAY,MAHARASHTRA,ICICI BANK LIMITED
ICIC0TREA00,8,RTGS-HO,"ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI 400051",MUMBAI,GREATER BOMBAY,MAHARASHTRA,ICICI BANK LIMITED
IDFB0010201,104,INTERNET BANKINGCPU,"IDFC BANK LTD.8TH FLOOR,BUILDING NO.1,AIROLI WEST GIGAPLEX,LANDMARKOPPOSITE IGATE,PLOT NO.IT5,MIDC KNOWLEDGE CORRIDOR,AIROLI,NAVI MUMBAI 400708",THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010202,104,TREASURY CPU,8TH FLOOR NAMAN CHAMBERS C32 GBLOCK BANDRAKURLA COMPLEX BANDRA EASTMUMBAI 400051,MUMBAI,MUMBAI,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010204,104,CMS HUB,"IDFC BANK LTD.7TH FLOOR,BUILDING NO.1,AIROLI WEST GIGAPLEX,LANDMARKOPPOSITE IGATE,PLOT NO.IT5,MIDC KNOWLEDGE CORRIDOR,AIROLI,NAVI MUMBAI 400708",THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010205,104,TRADE FINANCE CPUTI,"IDFC BANK LTD.7TH FLOOR,BUILDING NO.1,AIROLI WEST GIGAPLEX,LANDMARKOPPOSITE IGATE,PLOT NO.IT5,MIDC KNOWLEDGE CORRIDOR,AIROLI,NAVI MUMBAI 400708",THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010206,104,RURAL CPU NOVA,"IDFC BANK LTD.7TH FLOOR,BUILDING NO.1,AIROLI WEST GIGAPLEX,LANDMARKOPPOSITE IGATE,PLOT NO.IT5,MIDC KNOWLEDGE CORRIDOR,AIROLI,NAVI MUMBAI 400708",THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010207,104,WHOLESALE CPUBSMART,"IDFC BANK LTD.8TH FLOOR,BUILDING NO.1,AIROLI WEST GIGAPLEX,LANDMARKOPPOSITE IGATE,PLOT NO.IT5,MIDC KNOWLEDGE CORRIDOR,AIROLI,NAVI MUMBAI 400708",THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010208,104,RETAIL CPURSYS,"IDFC BANK LTD.8TH FLOOR,BUILDING NO.1,AIROLI WEST GIGAPLEX,LANDMARKOPPOSITE IGATE,PLOT NO.IT5,MIDC KNOWLEDGE CORRIDOR,AIROLI,NAVI MUMBAI 400708",THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010209,104,CLEARING HUB MUMBAI,RAMON HOUSE 69 HT PAREKH MARG CHURCHGATE MUMBAI 400002,MUMBAI,MUMBAI,MAHARASHTRA,IDFC BANK LIMITED
IDFB0010213,104,ACCOUNTS PAYABLE HUB,IDFC BANK LTD. 8 FLOOR BUILDING NO. 1 AIROLI WEST GIGAPLEX LANDMARK OPPOSITE  IGATE PLOT NO. 5 IT-5 MIDC KNOWLEDGE PARK  CORRIDOR AIROLI NAVI MUMBAI,THANE,THANE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0020101,104,BARAKHAMBA ROAD,"SOODH & BIRLATOWERS, 4TH FLOOR EAST TOWER & LGF WEST TOWER, BARAKHAMBA ROAD, NEW DELHI -110001",NEW DELHI,NEW DELHI,DELHI,IDFC BANK LIMITED
IDFB0040101,104,BKC-NAMAN CHAMBERS BRANCH,"GROUND FLOOR NAMAN CHAMBERS, C-32, G-BLOCK, BANDRA-KURLA COMPLEX, BANDRA EAST,MUMBAI 400051",MUMBAI,MUMBAI,MAHARASHTRA,IDFC BANK LIMITED
IDFB0040301,104,AHMEDABAD C.G. ROAD,"SUN SQUARE,T.P 20,BESIDES NEST,OFF C.G ROAD,AHMEDABAD 380006",AHMEDABAD,AHMEDABAD,GUJARAT,IDFC BANK LIMITED
IDFB0041101,104,SONKHEDA BRANCH,GROUND FLOOR WARD NO.10 BAZAAR MOHALLA VILLAGE SONKHEDA TEHSIL ITARSI DISTT. HOSHANGABAD MADHYA PRADESH461111,SONKHEDA,SONKHEDA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041102,104,PIPARIYA  BRANCH,GROUND FLOOR IN FRONT OF RNA SCHOOL SHOBHAPUR ROAD PIPARIYA DISTT. HOSHANGABAD MADHYA PRADESH461775,PIPARIYA,PIPARIYA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041103,104,BANKHEDI BRANCH,GROUND FLOOR BY PASS TIGADDA PIPARIYA ROAD BANKHEDI DISTT. HOSHANGABAD MADHYA PRADESH461990,BANKHEDI,BANKHEDI,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041105,104,SEONI MALWA  BRANCH,GROUND FLOOR MAIN ROADSEONI MALWA DISTT. HOSHANGABAD MADHYA PRADESH461990,SEONI MALWA,SEONI MALWA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041106,104,PAGDHAL BRANCH,36KA MAIN TIMARNI ROAD GRAM PAGDHAL 24 TEHSIL SEONI MALWA DISTT. HOSHANGABAD MADHYA PRADESH461223,PAGDHAL,PAGDHAL,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041111,104,TIMURNI  BRANCH,GROUND & FIRST FLOOR HARDA ROAD TIMARNI DISTT. HARDA MADHYA PRADESH461228,TIMURNI,TIMURNI,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041112,104,HOSHANGABAD BRANCH,GROUND FLOOR ANAND NAGAR MEENAKSHI ROAD HOSHANGABAD MADHYA PRADESH461001,HOSHANGABAD,HOSHANGABAD,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041113,104,MEHGWAN  BRANCH,GROUND FLOOR CHANDON ROAD GRAM POST MEHGWAN TEHSIL BANKHEDI DISTT. HOSHANGABAD MADHYA PRADESH461990,MEHGWAN,MEHGWAN,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041201,104,UDA  BRANCH,GROUND FLOOR HARDA ROAD VILLAGE UDA DISTT. HARDA MADHYA PRADESH461331,UDA,UDA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041202,104,TAJPURA  BRANCH,GROUND FLOOR MAIN ROAD VILLAGE TAJPURA TEHSIL TIMARNI DISTT. HARDA MADHYA PRADESH461288,TAJPURA,TAJPURA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041203,104,HARDA BRANCH,GROUND FLOOR INDIRA GANDHI WARD WARD NO.10 GHANTAGHAR ROAD OPPJAIN DHARAMSHALA HARDA MADHYA PRADESH ├╜461331,HARDA,HARDA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041204,104,KHIRKIAN BRANCH,GROUND FLOOR KHANDWA ROAD OPPSBS SCHOOL WARD NO.11 CHIPAWADKHIRKIYA TEHSIL KHIRKIYA DISTRICT HARDA MADHYA PRADESH461441,KHIRKIAN,KHIRKIAN,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041301,104,CHHANERA BRANCH,KHASRA NO. 1632 WAR NO.10 STATION ROAD CHHNERA NEW HARSUD DISTRICT KHANDWA MADHYA PRADESH450116,CHHANERA,KHANDWA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041302,104,KHANDWA BRANCH,UNIT NO. 1 2 19 20 21 & 22 UPPER GROUND FLOOR LANDMARK ONE MALL WARD NO.26 PLOT. NO.104 & 105 PANDHANA ROAD KHANDWA MADHYA PRADESH450001,KHANDWA,KHANDWA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041303,104,PANDHANA BRANCH,GROUND FLOOR WARD NO.14 DIWAL ROAD NEAR CHURCH DISTT. KHANDWA MADHYA PRADESH450661,PANDHANA,KHANDWA,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041321,104,IDFC BANK LTD,"KHASRA NO 260/1/2, GROUND FLOOR, NAVALPURA MAHESHWAR ROAD, OPP- LAXMI NARAYAN COLONY, VILLAGE LADVI, TEHSIL MAHESHWAR, DISTT KHARGONE, MADHYA PRADESH-451221",KHARGONE,KHARGONE,MADHYA PRADESH,IDFC BANK LIMITED
IDFB0041351,104,PUNE BUND GARDEN ROAD,"AMAR AVINASH CORPORATE CITY,3RD FLOOR,BUND GARDEN ROAD,PUNE 411001",PUNE,PUNE,MAHARASHTRA,IDFC BANK LIMITED
IDFB0060101,104,KOLKATA BALLYGUNGE CIRCULAR ROAD,64B 1ST FLOOR BALLYGUNGE CIRCULAR ROAD KOLKATA 700019,KOLKATA,KOLKATA,WEST BENGAL,IDFC BANK LIMITED
IDFB0080101,104,CHENNAI R.K.SALAI,"DBS WESTMINISTER,108,R.K.SALAI,3RD FLOOR,CHENNAI 600 004",CHENNAI,CHENNAI,TAMIL NADU,IDFC BANK LIMITED
IDFB0080151,104,BANGALORE RESIDENCY ROAD,RESIDENCY BUILDING PLOT NO 79 RESIDENCY ROAD RICHMOND TOWN BANGALORE,BANGALORE,BANGALORE,KARNATAKA,IDFC BANK LIMITED
IDFB0080201,104,HYDERABAD JUBILEE TOWN,"JUBILEE TOWN,PLOT NO 1130 A,ROAD NO 36,JUBILEE HILLS,HYDERABAD,TELANGANA 500033",HYDERABAD,HYDERABAD,TELANGANA,IDFC BANK LIMITED
IDIB000A001,18,ADONI,"15/472 GOSHA HOSPITAL, ADONI, KURNOOL DISTRICT , ANDHRA PRADESHPIN 518301",ADONI,KURNOOL,ANDHRA PRADESH,INDIAN BANK
IDIB000A002,18,ADYAR,"91 FIRST MAIN RD, GANDHI NAGAR, ADYAR  600020",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000A003,18,AGRA,E 11/B PRATEEK CENTRE SANJAY PALACE AGRA 202002,AGRA,AGRA,UTTAR PRADESH,INDIAN BANK
IDIB000A004,18,AHMEDABAD MAIN,MISSION ROAD BHADRA AHMEDABAD 380 001,AHMEDABAD,AHMEDABAD,GUJARAT,INDIAN BANK
IDIB000A005,18,AVINASHILINGAM DEEMED UNIVERSITY CAMPUS,1117  METTUPALAYAM ROADAVINASHILINGAM DEEMED UNIVERSITY CAMPUS  COIMBATORE641043,COIMBATORE,COIMBOTORE,TAMIL NADU,INDIAN BANK
IDIB000A006,18,AJMER,JAIPUR ROAD AJMER 305001,AJMER,AJMER,RAJASTHAN,INDIAN BANK
IDIB000A007,18,AKATHETHARA,177/6 MALAMPUZHA ROAD AKATHETHARA PALAKKAD 678008,AKATHETHARA,PALAKKAD,KERALA,INDIAN BANK
IDIB000A008,18,ALAGAPPA COLLEGE CAMPUS,14 STADIUM ROAD ALAGAPPA COLLEGE CAMPUS ALAGAPPAPURAM 630003,KARAIKUDI,SIVAGANGA,TAMIL NADU,INDIAN BANK
IDIB000A009,18,ALAGASAMUDRAM,15/9 TARAMANGALAM MAIN ROAD ALGASAMUDRAM SALEM 636013,ALAGASAMUDRAM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000A010,18,ALAMURU,11/85 NEKKANTIVARI STREET ALAMURU 533233,ALAMURU,EAST GODAVARI,ANDHRA PRADESH,INDIAN BANK
IDIB000A011,18,ALIPORE ROAD,"22/1, ALIPORE ROAD  VANDANA APARTMENTKOLKATA700027",KOLKATA,KOLKATA,WEST BENGAL,INDIAN BANK
IDIB000A012,18,ALAPPUZHA,"P.B. NO.3814, MULLAKAL, ALAPUZHA P.O., ALAPPUZHA DIST.  PIN 688011",ALAPPUZHA,ALAPUZZHA,KERALA,INDIAN BANK
IDIB000A013,18,ALWARPET,NO.9 ELDAMS ROADALWARPET  600018,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000A014,18,ALUVA,KAP COMMERCIAL CENTRERAILWAY STATION ROADALUVAERNAKULAM683101,ALUVA,ERNAKULAM,KERALA,INDIAN BANK
IDIB000A015,18,AMBALA CANTT.,ANANT BUILDING RAI MARKETSADAR BAZAR133001,AMBALA CANTT.,AMBALA,HARYANA,INDIAN BANK
IDIB000A016,18,AMBUR,21/11  OOMER  ROADAMBUR VELLORE DISTRICT TAMIL NADU635802,AMBUR,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000A017,18,AMMAYARKUPPAM,3/129 GANDHI ROAD AMMAYARKUPPAM KANCHEEPURAM TIRUVALLUR 631301,AMMAYARKUPPAM,TIRUVALLUR,TAMIL NADU,INDIAN BANK
IDIB000A018,18,AMOOR,20/1 BAZAAR STREET AMMOOR VELLORE 632501,AMMOOR,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000A019,18,AMRITSAR,"42, CHOWK FARID, KATRA SHER SINGH,  AMRITSAR  PIN 143001",AMRITSAR,AMRITSAR,PUNJAB,INDIAN BANK
IDIB000A020,18,ANAKAPALLI,MAIN ROAD ANAKAPALLI 531001,ANAKAPALLE,VISHAKAPATNAM,ANDHRA PRADESH,INDIAN BANK
IDIB000A021,18,ANAND,"NO.5/8/14STATION ROAD, ANAND,  PIN 388001",ANAND,ANAND,GUJARAT,INDIAN BANK
IDIB000A022,18,ANANTAPUR,P B NO.27RAILWAY FEEDER ROAD ANANTAPUR 515001,ANANTAPUR,ANANTPUR,ANDHRA PRADESH,INDIAN BANK
IDIB000A023,18,ANDHERI,"11/12, MADHAV NAGAR, S V ROAD,ANDHERI (WEST), MUMBAI 4000058",MUMBAI,GREATER MUMBAI,MAHARASHTRA,INDIAN BANK
IDIB000A024,18,ANNAMALAINAGAR,"1, SHASTRI HALL ANNAMALAI UNIVERSITY BUILDING608002",CHIDAMBARAM,CUDDALORE,TAMIL NADU,INDIAN BANK
IDIB000A025,18,ANNANAGAR,"P B NO 3452W-100, II AVENUEANNA NAGAR600040",CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000A026,18,ARCOT,"ARCOT111, ANNA SALAI ARCOT632503",ARCOT,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000A027,18,ARIYANKUPPAM,43 CUDDALORE ROADARIYANKUPPAM  PONDICHERRY605007,ARIYAMKUPPAM,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000A028,18,ARAKONAM,127 SHOLINGHUR ROAD ARAKONAM 631001,ARKONAM,VELLORE,TAMIL NADU,INDIAN BANK
IDIB000A029,18,ARNI,30 VADIRAJA ST KOSAPALAYAM ARNI 632301,ARNI,TIRUVANNAMALAI,TAMIL NADU,INDIAN BANK
IDIB000A030,18,ARUPPUKOTTAI,"137, PANDALGUDI ROAD  ARUPPUKOTTAI  626101",ARUPPUKOTTAI,VIRUDHUNAGAR,TAMIL NADU,INDIAN BANK
IDIB000A031,18,ASHOK NAGAR,69FIRST AVENUEASHOK NAGARCHENNAI  600083,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000A032,18,ATTUR,835 KANCHEEPURAM HIGH ROAD ATTUR (CHENGALPATTU) KANCHEEPURAM 603101,ATTUR,KANCHEEPURAM,TAMIL NADU,INDIAN BANK
IDIB000A033,18,ATTUR,835 KANCHEEPURAM HIGH ROAD ATTUR(CHENGALPATTU) 603101,ATTUR,SALEM,TAMIL NADU,INDIAN BANK
IDIB000A034,18,ATTINGAL,"P B NO 6,  AMCXII/472ATTINGAL  P.O. THIRUVANANTHAPURAM 695101",ATTINGAL,TRIVANDRUM,KERALA,INDIAN BANK
IDIB000A035,18,AURANGABAD,210 SAMARTH NAGAR AURANAGABAD 431001,AURANGABAD,AURANGABAD,MAHARASHTRA,INDIAN BANK
IDIB000A036,18,AVANIAPURAM,15/1242-A/1 ARUPPUKOTTAI MN ROAD MADURAI 625012,AVANIAPURAM,MADURAI,TAMIL NADU,INDIAN BANK
IDIB000A037,18,AVANIGADDA,NAGAYALANKA ROAD AVANIGADDA KRISHNA 521121,AVANIGADDA,KRISHNA,ANDHRA PRADESH,INDIAN BANK
IDIB000A038,18,AVENUE ROAD,P B NO 6773AVENUE ROADBANGALORE URBAN560002,BANGALORE,BANGALORE URBAN,KARNATAKA,INDIAN BANK
IDIB000A039,18,AYODHYAPATNAM,HARUR MAIN ROAD AYODHIAPATNAM 636103,AYODHYAPATINAM,SALEM,TAMIL NADU,INDIAN BANK
IDIB000A040,18,AYANAVARAM,18K V KOIL STREET AYANAVARAMCHENNAI 600023,CHENNAI,CHENNAI,TAMIL NADU,INDIAN BANK
IDIB000A041,18,AZHAGAPPAPURAM,6/28 FATHIMA ROAD AZHAGAPPAPURAM 629401,AZHAGAPPAPURAM,KANNIYAKUMARI,TAMIL NADU,INDIAN BANK
IDIB000A042,18,ASANSOL,APCAR GARDEN ASANSOL 713304,ASANSOL,BARDHAMAN,WEST BENGAL,INDIAN BANK
IDIB000A043,18,ARIYOOR,VILLUPURAM MAIN ROAD ARIYOOR PONDICHERRY 605102,ARIYOOR,PONDICHERRY,PUDUCHERRY,INDIAN BANK
IDIB000A044,18,ALIGARH,MARRIS ROAD ALIGARH  202001,ALIGARH,ALIGARH,UTTAR PRADESH,INDIAN BANK
IDIB000A045,18,AHMEDNAGAR,SABLOK CHAMBERS SARJEPURA M G ROAD AHMEDNAGAR 414001,AHMADNAGAR,AHMEDNAGAR,MAHARASHTRA,INDIAN BANK
IDIB000A046,18,ALLAHABAD,249  CHAK ZERO ROADALLAHABADUTTARPRADESH 211003,ALLAHABAD,ALLAHABAD,UTTAR PRADESH,INDIAN BANK
IDIB000A047,18,ARRAH,KAMALA MARKET CHITRA TOLI ROAD ARRAH BHOJPUR 802301,ARRAH,BHOJPUR,BIHAR,INDIAN BANK
IDIB000A048,18,AGARTALA,AMULYA MARKET MANTRIBARI ROAD AGARTALA WEST TRIPURA 799001,AGARTALA,WEST TRIPURA,TRIPURA,INDIAN BANK
